Sampling Event,Site,Latitude,Longitude,Date,Depth (m),Temp (C),DO %,DO (mg/L),Specific Conductivity (μS/cm),pH (SU),Turbidity (NTU),PAR ,Time at Depth
4,1,46.68592,-91.929726,7/21/25,2,17,100.9,9.53,108.9,7.91,5.01,448.7,31.75
4,1,46.68592,-91.929726,7/21/25,2.5,17,100.7,9.52,109.1,7.9,4.45,442.1,21.27
4,1,46.68592,-91.929726,7/21/25,3,16.9,100.5,9.52,109.3,7.89,4.07,445.7,5.25
4,1,46.68592,-91.929726,7/21/25,3.5,16.9,100.4,9.51,109.3,7.88,3.83,440.5,8.336
4,1,46.68592,-91.929726,7/21/25,4,16.9,100.1,9.49,109.5,7.86,3.17,444.1,5.312
4,1,46.68592,-91.929726,7/21/25,4.5,16.7,99.4,9.45,109.3,7.83,2.13,442.7,3.684
4,1,46.68592,-91.929726,7/21/25,5,16.7,98.9,9.41,109.3,7.81,1.96,441.2,2.886
4,1,46.68592,-91.929726,7/21/25,6,,,,,,,442.4,2.094
4,1,46.68592,-91.929726,7/21/25,7,,,,,,,,
4,3,46.7,-91.78334,7/21/25,0.1,16.5,100.6,9.61,108.5,7.95,7.53,456.1,339.4
4,3,46.7,-91.78334,7/21/25,0.5,16.5,101.6,9.71,108.6,7.93,7.56,446.1,209.3
4,3,46.7,-91.78334,7/21/25,1,16.4,101.7,9.74,108.6,7.91,7.7,450.5,89.4
4,3,46.7,-91.78334,7/21/25,1.5,16.1,100.9,9.74,108.1,7.89,7.36,448,46.18
4,3,46.7,-91.78334,7/21/25,2,15.9,100.3,9.71,108.2,7.87,7.05,449.4,21.99
4,3,46.7,-91.78334,7/21/25,2.5,15.9,100.3,9.7,108.3,7.87,7.21,446.3,10.19
4,3,46.7,-91.78334,7/21/25,3,15.9,100.2,9.7,108.3,7.87,7.54,443.9,5.365
4,3,46.7,-91.78334,7/21/25,3.5,,,,,,,442.6,2.823
4,3,46.7,-91.78334,7/21/25,4,,,,,,,,
4,3,46.7,-91.78334,7/21/25,4.5,,,,,,,,
4,3,46.7,-91.78334,7/21/25,5,,,,,,,,
4,3,46.7,-91.78334,7/21/25,6,,,,,,,,
4,3,46.7,-91.78334,7/21/25,7,,,,,,,,
4,6,46.7486,-91.618065,7/21/25,0.1,15,101.3,10,104.6,8.05,1.2,479.4,313.7
4,6,46.7486,-91.618065,7/21/25,0.5,14.9,106.6,10.54,104.6,8.02,1.29,480,253.6
4,6,46.7486,-91.618065,7/21/25,1,14.8,106.7,10.58,104.6,8,1.31,478.2,170.4
4,6,46.7486,-91.618065,7/21/25,1.5,14.6,106.6,10.62,104.7,7.98,1.41,479.8,115.2
4,6,46.7486,-91.618065,7/21/25,2,14.6,106.5,10.61,104.7,7.98,1.41,479.9,93.32
4,6,46.7486,-91.618065,7/21/25,2.5,14.4,106.2,10.63,104.7,7.97,1.49,482.1,58.73
4,6,46.7486,-91.618065,7/21/25,3,14.3,106.2,10.63,104.7,7.97,1.6,486.4,40.92
4,6,46.7486,-91.618065,7/21/25,3.5,,,,,,,480.5,35.9
4,6,46.7486,-91.618065,7/21/25,4,,,,,,,,
4,6,46.7486,-91.618065,7/21/25,4.5,,,,,,,,
4,6,46.7486,-91.618065,7/21/25,5,,,,,,,,
4,6,46.7486,-91.618065,7/21/25,6,,,,,,,,
4,6,46.7486,-91.618065,7/21/25,7,,,,,,,,
4,7,10052505,-91.571304,7/21/25,0.1,14.5,104.1,10.39,105.8,7.9,2.65,630.8,271.7
4,7,10052505,-91.571304,7/21/25,0.5,14.2,104.6,10.5,105.4,7.9,2.4,662.2,158
4,7,10052505,-91.571304,7/21/25,1,14.1,104.4,10.5,105.3,7.9,2.29,659,101.6
4,7,10052505,-91.571304,7/21/25,1.5,14,105,10.59,105.2,7.92,2.25,651.6,77.83
4,7,10052505,-91.571304,7/21/25,2,14,105.2,10.63,105.1,7.93,2.41,643.6,68.14
4,7,10052505,-91.571304,7/21/25,2.5,,,,,,,,
4,7,10052505,-91.571304,7/21/25,3,,,,,,,,
4,7,10052505,-91.571304,7/21/25,3.5,,,,,,,,
4,7,10052505,-91.571304,7/21/25,4,,,,,,,,
4,7,10052505,-91.571304,7/21/25,4.5,,,,,,,,
4,7,10052505,-91.571304,7/21/25,5,,,,,,,,
4,7,10052505,-91.571304,7/21/25,6,,,,,,,,
4,7,10052505,-91.571304,7/21/25,7,,,,,,,,
4,8,10052587,-91.48382,7/21/25,0.1,16.1,105.9,10.21,105.9,7.95,2.88,438.6,337.9
4,8,10052587,-91.48382,7/21/25,0.5,16.1,106.8,10.3,106,7.93,2.88,433.2,214.4
4,8,10052587,-91.48382,7/21/25,1,15.9,106.8,10.34,105.9,7.92,2.94,430.7,129.4
4,8,10052587,-91.48382,7/21/25,1.5,15.9,106.9,10.35,105.9,7.92,2.99,427,78.18
4,8,10052587,-91.48382,7/21/25,2,15.8,106.9,10.36,105.9,7.92,2.97,426.6,53.36
4,8,10052587,-91.48382,7/21/25,2.5,15.3,106.5,10.45,106.1,7.91,3.01,426.1,41.28
4,8,10052587,-91.48382,7/21/25,3,15,104.9,10.37,108.9,7.89,4.01,416.5,31.66
4,8,10052587,-91.48382,7/21/25,3.5,14.8,105.1,10.43,106.8,7.88,3.58,418.3,19.39
4,8,10052587,-91.48382,7/21/25,4,13.5,102.1,10.41,105.5,7.79,3.06,416.6,13.01
4,8,10052587,-91.48382,7/21/25,4.5,,,,,,,424.3,8.81
4,8,10052587,-91.48382,7/21/25,5,,,,,,,,
4,8,10052587,-91.48382,7/21/25,6,,,,,,,,
4,8,10052587,-91.48382,7/21/25,7,,,,,,,,
4,9,10052510,-91.37061,7/21/25,0.1,15.1,106.3,10.48,106.1,7.88,2.4,613.5,394.9
4,9,10052510,-91.37061,7/21/25,0.5,14.3,105.6,10.6,105.5,7.88,2.43,605.6,323.9
4,9,10052510,-91.37061,7/21/25,1,14.2,106.2,10.68,105.3,7.88,2.37,604.2,209.7
4,9,10052510,-91.37061,7/21/25,1.5,14.1,106.3,10.69,105.3,7.85,2.39,594.9,122.6
4,9,10052510,-91.37061,7/21/25,2,14.1,106.3,10.7,105.3,7.81,2.44,590.2,85.23
4,9,10052510,-91.37061,7/21/25,2.5,14,106.3,10.72,105.5,7.73,2.44,580.4,59.78
4,9,10052510,-91.37061,7/21/25,3,13.8,105.9,10.74,105.9,7.68,2.48,519,45.37
4,9,10052510,-91.37061,7/21/25,3.5,13.1,105.2,10.82,105.7,7.68,2.08,518,32.65
4,9,10052510,-91.37061,7/21/25,4,12.6,105,10.92,104.9,7.66,2.12,522,24.62
4,9,10052510,-91.37061,7/21/25,4.5,12.4,104.4,10.91,104.7,7.67,2.18,524.5,18.37
4,9,10052510,-91.37061,7/21/25,5,12.1,103.9,10.95,104.4,7.64,2.11,550,14.01
4,9,10052510,-91.37061,7/21/25,6,12,104.1,10.98,104.3,7.67,2.13,528.4,8.056
4,9,10052510,-91.37061,7/21/25,7,11.6,103.3,10.99,104.1,7.66,1.92,550.1,5.27
4,12,10038057,-91.22806,7/21/25,0.1,13.5,103.8,10.58,104.6,7.86,1.98,783,519.9
4,12,10038057,-91.22806,7/21/25,0.5,13.1,105.3,10.84,104.2,7.85,1.78,785.4,276.4
4,12,10038057,-91.22806,7/21/25,1,13.1,106.4,10.96,104.2,7.72,1.83,766.7,260.8
4,12,10038057,-91.22806,7/21/25,1.5,12.9,105.8,10.93,104.2,7.66,1.72,793.1,167.8
4,12,10038057,-91.22806,7/21/25,2,12.8,106.1,11,104.1,7.62,1.61,771.5,116.3
4,12,10038057,-91.22806,7/21/25,2.5,12.8,106.1,11,104,7.6,1.51,778.9,87.64
4,12,10038057,-91.22806,7/21/25,3,12.7,106.2,11.02,104,7.65,1.6,779.1,67.23
4,12,10038057,-91.22806,7/21/25,3.5,12.7,106.3,11.03,104,7.65,1.53,770,52.79
4,12,10038057,-91.22806,7/21/25,4,,,,,,,766.3,40.64
4,12,10038057,-91.22806,7/21/25,4.5,,,,,,,,
4,12,10038057,-91.22806,7/21/25,5,,,,,,,,
4,12,10038057,-91.22806,7/21/25,6,,,,,,,,
4,12,10038057,-91.22806,7/21/25,7,,,,,,,,
5,1,46.68592,-91.929726,,0.1,,,,,,,,
5,1,46.68592,-91.929726,,0.5,,,,,,,,
5,1,46.68592,-91.929726,,1,,,,,,,,
5,1,46.68592,-91.929726,,1.5,,,,,,,,
5,1,46.68592,-91.929726,,2,,,,,,,,
5,1,46.68592,-91.929726,,2.5,,,,,,,,
5,1,46.68592,-91.929726,,3,,,,,,,,
5,1,46.68592,-91.929726,,3.5,,,,,,,,
5,1,46.68592,-91.929726,,4,,,,,,,,
5,1,46.68592,-91.929726,,4.5,,,,,,,,
5,1,46.68592,-91.929726,,5,,,,,,,,
5,1,46.68592,-91.929726,,6,,,,,,,,
5,1,46.68592,-91.929726,,7,,,,,,,,
5,3,46.7,-91.78334,,0.1,,,,,,,,
5,3,46.7,-91.78334,,0.5,,,,,,,,
5,3,46.7,-91.78334,,1,,,,,,,,
5,3,46.7,-91.78334,,1.5,,,,,,,,
5,3,46.7,-91.78334,,2,,,,,,,,
5,3,46.7,-91.78334,,2.5,,,,,,,,
5,3,46.7,-91.78334,,3,,,,,,,,
5,3,46.7,-91.78334,,3.5,,,,,,,,
5,3,46.7,-91.78334,,4,,,,,,,,
5,3,46.7,-91.78334,,4.5,,,,,,,,
5,3,46.7,-91.78334,,5,,,,,,,,
5,3,46.7,-91.78334,,6,,,,,,,,
5,3,46.7,-91.78334,,7,,,,,,,,
5,6,46.7486,-91.618065,,0.1,,,,,,,,
5,6,46.7486,-91.618065,,0.5,,,,,,,,
5,6,46.7486,-91.618065,,1,,,,,,,,
5,6,46.7486,-91.618065,,1.5,,,,,,,,
5,6,46.7486,-91.618065,,2,,,,,,,,
5,6,46.7486,-91.618065,,2.5,,,,,,,,
5,6,46.7486,-91.618065,,3,,,,,,,,
5,6,46.7486,-91.618065,,3.5,,,,,,,,
5,6,46.7486,-91.618065,,4,,,,,,,,
5,6,46.7486,-91.618065,,4.5,,,,,,,,
5,6,46.7486,-91.618065,,5,,,,,,,,
5,6,46.7486,-91.618065,,6,,,,,,,,
5,6,46.7486,-91.618065,,7,,,,,,,,
5,7,10052505,-91.571304,,0.1,,,,,,,,
5,7,10052505,-91.571304,,0.5,,,,,,,,
5,7,10052505,-91.571304,,1,,,,,,,,
5,7,10052505,-91.571304,,1.5,,,,,,,,
5,7,10052505,-91.571304,,2,,,,,,,,
5,7,10052505,-91.571304,,2.5,,,,,,,,
5,7,10052505,-91.571304,,3,,,,,,,,
5,7,10052505,-91.571304,,3.5,,,,,,,,
5,7,10052505,-91.571304,,4,,,,,,,,
5,7,10052505,-91.571304,,4.5,,,,,,,,
5,7,10052505,-91.571304,,5,,,,,,,,
5,7,10052505,-91.571304,,6,,,,,,,,
5,7,10052505,-91.571304,,7,,,,,,,,
5,8,10052587,-91.48382,,0.1,,,,,,,,
5,8,10052587,-91.48382,,0.5,,,,,,,,
5,8,10052587,-91.48382,,1,,,,,,,,
5,8,10052587,-91.48382,,1.5,,,,,,,,
5,8,10052587,-91.48382,,2,,,,,,,,
5,8,10052587,-91.48382,,2.5,,,,,,,,
5,8,10052587,-91.48382,,3,,,,,,,,
5,8,10052587,-91.48382,,3.5,,,,,,,,
5,8,10052587,-91.48382,,4,,,,,,,,
5,8,10052587,-91.48382,,4.5,,,,,,,,
5,8,10052587,-91.48382,,5,,,,,,,,
5,8,10052587,-91.48382,,6,,,,,,,,
5,8,10052587,-91.48382,,7,,,,,,,,
5,9,10052510,-91.37061,,0.1,,,,,,,,
5,9,10052510,-91.37061,,0.5,,,,,,,,
5,9,10052510,-91.37061,,1,,,,,,,,
5,9,10052510,-91.37061,,1.5,,,,,,,,
5,9,10052510,-91.37061,,2,,,,,,,,
5,9,10052510,-91.37061,,2.5,,,,,,,,
5,9,10052510,-91.37061,,3,,,,,,,,
5,9,10052510,-91.37061,,3.5,,,,,,,,
5,9,10052510,-91.37061,,4,,,,,,,,
5,9,10052510,-91.37061,,4.5,,,,,,,,
5,9,10052510,-91.37061,,5,,,,,,,,
5,9,10052510,-91.37061,,6,,,,,,,,
5,9,10052510,-91.37061,,7,,,,,,,,
5,12,10038057,-91.22806,,0.1,,,,,,,,
5,12,10038057,-91.22806,,0.5,,,,,,,,
5,12,10038057,-91.22806,,1,,,,,,,,
5,12,10038057,-91.22806,,1.5,,,,,,,,
5,12,10038057,-91.22806,,2,,,,,,,,
5,12,10038057,-91.22806,,2.5,,,,,,,,
5,12,10038057,-91.22806,,3,,,,,,,,
5,12,10038057,-91.22806,,3.5,,,,,,,,
5,12,10038057,-91.22806,,4,,,,,,,,
5,12,10038057,-91.22806,,4.5,,,,,,,,
5,12,10038057,-91.22806,,5,,,,,,,,
5,12,10038057,-91.22806,,6,,,,,,,,
5,12,10038057,-91.22806,,7,,,,,,,,
6,1,46.68592,-91.929726,,0.1,,,,,,,,
6,1,46.68592,-91.929726,,0.5,,,,,,,,
6,1,46.68592,-91.929726,,1,,,,,,,,
6,1,46.68592,-91.929726,,1.5,,,,,,,,
6,1,46.68592,-91.929726,,2,,,,,,,,
6,1,46.68592,-91.929726,,2.5,,,,,,,,
6,1,46.68592,-91.929726,,3,,,,,,,,
6,1,46.68592,-91.929726,,3.5,,,,,,,,
6,1,46.68592,-91.929726,,4,,,,,,,,
6,1,46.68592,-91.929726,,4.5,,,,,,,,
6,1,46.68592,-91.929726,,5,,,,,,,,
6,1,46.68592,-91.929726,,6,,,,,,,,
6,1,46.68592,-91.929726,,7,,,,,,,,
6,3,46.7,-91.78334,,0.1,,,,,,,,
6,3,46.7,-91.78334,,0.5,,,,,,,,
6,3,46.7,-91.78334,,1,,,,,,,,
6,3,46.7,-91.78334,,1.5,,,,,,,,
6,3,46.7,-91.78334,,2,,,,,,,,
6,3,46.7,-91.78334,,2.5,,,,,,,,
6,3,46.7,-91.78334,,3,,,,,,,,
6,3,46.7,-91.78334,,3.5,,,,,,,,
6,3,46.7,-91.78334,,4,,,,,,,,
6,3,46.7,-91.78334,,4.5,,,,,,,,
6,3,46.7,-91.78334,,5,,,,,,,,
6,3,46.7,-91.78334,,6,,,,,,,,
6,3,46.7,-91.78334,,7,,,,,,,,
6,6,46.7486,-91.618065,,0.1,,,,,,,,
6,6,46.7486,-91.618065,,0.5,,,,,,,,
6,6,46.7486,-91.618065,,1,,,,,,,,
6,6,46.7486,-91.618065,,1.5,,,,,,,,
6,6,46.7486,-91.618065,,2,,,,,,,,
6,6,46.7486,-91.618065,,2.5,,,,,,,,
6,6,46.7486,-91.618065,,3,,,,,,,,
6,6,46.7486,-91.618065,,3.5,,,,,,,,
6,6,46.7486,-91.618065,,4,,,,,,,,
6,6,46.7486,-91.618065,,4.5,,,,,,,,
6,6,46.7486,-91.618065,,5,,,,,,,,
6,6,46.7486,-91.618065,,6,,,,,,,,
6,6,46.7486,-91.618065,,7,,,,,,,,
6,7,10052505,-91.571304,,0.1,,,,,,,,
6,7,10052505,-91.571304,,0.5,,,,,,,,
6,7,10052505,-91.571304,,1,,,,,,,,
6,7,10052505,-91.571304,,1.5,,,,,,,,
6,7,10052505,-91.571304,,2,,,,,,,,
6,7,10052505,-91.571304,,2.5,,,,,,,,
6,7,10052505,-91.571304,,3,,,,,,,,
6,7,10052505,-91.571304,,3.5,,,,,,,,
6,7,10052505,-91.571304,,4,,,,,,,,
6,7,10052505,-91.571304,,4.5,,,,,,,,
6,7,10052505,-91.571304,,5,,,,,,,,
6,7,10052505,-91.571304,,6,,,,,,,,
6,7,10052505,-91.571304,,7,,,,,,,,
6,8,10052587,-91.48382,,0.1,,,,,,,,
6,8,10052587,-91.48382,,0.5,,,,,,,,
6,8,10052587,-91.48382,,1,,,,,,,,
6,8,10052587,-91.48382,,1.5,,,,,,,,
6,8,10052587,-91.48382,,2,,,,,,,,
6,8,10052587,-91.48382,,2.5,,,,,,,,
6,8,10052587,-91.48382,,3,,,,,,,,
6,8,10052587,-91.48382,,3.5,,,,,,,,
6,8,10052587,-91.48382,,4,,,,,,,,
6,8,10052587,-91.48382,,4.5,,,,,,,,
6,8,10052587,-91.48382,,5,,,,,,,,
6,8,10052587,-91.48382,,6,,,,,,,,
6,8,10052587,-91.48382,,7,,,,,,,,
6,9,10052510,-91.37061,,0.1,,,,,,,,
6,9,10052510,-91.37061,,0.5,,,,,,,,
6,9,10052510,-91.37061,,1,,,,,,,,
6,9,10052510,-91.37061,,1.5,,,,,,,,
6,9,10052510,-91.37061,,2,,,,,,,,
6,9,10052510,-91.37061,,2.5,,,,,,,,
6,9,10052510,-91.37061,,3,,,,,,,,
6,9,10052510,-91.37061,,3.5,,,,,,,,
6,9,10052510,-91.37061,,4,,,,,,,,
6,9,10052510,-91.37061,,4.5,,,,,,,,
6,9,10052510,-91.37061,,5,,,,,,,,
6,9,10052510,-91.37061,,6,,,,,,,,
6,9,10052510,-91.37061,,7,,,,,,,,
6,12,10038057,-91.22806,,0.1,,,,,,,,
6,12,10038057,-91.22806,,0.5,,,,,,,,
6,12,10038057,-91.22806,,1,,,,,,,,
6,12,10038057,-91.22806,,1.5,,,,,,,,
6,12,10038057,-91.22806,,2,,,,,,,,
6,12,10038057,-91.22806,,2.5,,,,,,,,
6,12,10038057,-91.22806,,3,,,,,,,,
6,12,10038057,-91.22806,,3.5,,,,,,,,
6,12,10038057,-91.22806,,4,,,,,,,,
6,12,10038057,-91.22806,,4.5,,,,,,,,
6,12,10038057,-91.22806,,5,,,,,,,,
6,12,10038057,-91.22806,,6,,,,,,,,
6,12,10038057,-91.22806,,7,,,,,,,,
7,1,46.68592,-91.929726,8/26/25,0.1,19,103.5,9.44,113.4,7.92,0.67,352.4,171.8
7,1,46.68592,-91.929726,8/26/25,0.5,18.3,103.2,9.54,111,7.95,0.59,333.8,122.9
7,1,46.68592,-91.929726,8/26/25,1,18,102.5,9.53,110.8,7.94,0.62,327.9,74.92
7,1,46.68592,-91.929726,8/26/25,1.5,17.8,102,9.53,110.7,7.93,0.64,329.4,47.56
7,1,46.68592,-91.929726,8/26/25,2,17.7,101.5,9.5,110.9,7.9,0.67,319.7,31.22
7,1,46.68592,-91.929726,8/26/25,2.5,17.7,101.4,9.49,111.1,7.91,0.67,321.2,20.08
7,1,46.68592,-91.929726,8/26/25,3,17.7,101.3,9.48,110.8,7.9,0.64,315.8,11.06
7,1,46.68592,-91.929726,8/26/25,3.5,17.7,101,9.46,110.3,7.89,0.65,315,9.23
7,1,46.68592,-91.929726,8/26/25,4,17.7,101,9.46,110.4,7.89,0.65,315.7,6.94
7,1,46.68592,-91.929726,8/26/25,4.5,17.7,101,9.46,110.4,7.88,0.7,314.6,4.38
7,1,46.68592,-91.929726,8/26/25,5,17.7,101.1,9.47,110.4,7.9,0.73,319.9,3.38
7,1,46.68592,-91.929726,8/26/25,6,,,,,,,,
7,1,46.68592,-91.929726,8/26/25,7,,,,,,,,
7,3,46.7,-91.78334,8/26/25,0.1,18.9,102.1,9.33,107.1,7.91,0.41,1735,1150
7,3,46.7,-91.78334,8/26/25,0.5,18.9,102,9.33,107.1,7.9,0.42,1688,1430
7,3,46.7,-91.78334,8/26/25,1,18.6,101.4,9.33,107.9,7.91,0.73,1684,1027
7,3,46.7,-91.78334,8/26/25,1.5,18.5,101.4,9.35,109.1,7.92,1.12,1663,357.9
7,3,46.7,-91.78334,8/26/25,2,18.5,101.4,9.35,110.1,7.94,1.35,1666,250.1
7,3,46.7,-91.78334,8/26/25,2.5,18.4,102.2,9.43,111.7,8,3.44,1666,245.1
7,3,46.7,-91.78334,8/26/25,3,18.3,102.9,9.52,111.6,8.05,3.29,1661,136.6
7,3,46.7,-91.78334,8/26/25,3.5,,,,,,,,
7,3,46.7,-91.78334,8/26/25,4,,,,,,,,
7,3,46.7,-91.78334,8/26/25,4.5,,,,,,,,
7,3,46.7,-91.78334,8/26/25,5,,,,,,,,
7,3,46.7,-91.78334,8/26/25,6,,,,,,,,
7,3,46.7,-91.78334,8/26/25,7,,,,,,,,
7,6,46.7486,-91.618065,8/26/25,0.1,19,101.5,9.27,108.1,7.91,1.48,1639,1259
7,6,46.7486,-91.618065,8/26/25,0.5,18.9,100.7,9.2,108.2,7.92,1.48,1641,594.8
7,6,46.7486,-91.618065,8/26/25,1,18.9,100.7,9.2,108.1,7.91,1.51,1650,584.3
7,6,46.7486,-91.618065,8/26/25,1.5,18.9,100.5,9.2,108.3,7.91,1.61,1643,377.3
7,6,46.7486,-91.618065,8/26/25,2,18.8,100.4,9.2,108.3,7.91,1.58,1618,245
7,6,46.7486,-91.618065,8/26/25,2.5,18.7,100.3,9.2,108.5,7.91,1.81,1675,163
7,6,46.7486,-91.618065,8/26/25,3,18.7,100.3,9.21,108.7,7.91,1.96,1627,111.5
7,6,46.7486,-91.618065,8/26/25,3.5,18.7,100.4,9.21,109.5,7.92,3.31,1627,69.7
7,6,46.7486,-91.618065,8/26/25,4,18.6,100.7,9.26,110.4,7.96,4.49,1638,41.97
7,6,46.7486,-91.618065,8/26/25,4.5,,,,,,,,
7,6,46.7486,-91.618065,8/26/25,5,,,,,,,,
7,6,46.7486,-91.618065,8/26/25,6,,,,,,,,
7,6,46.7486,-91.618065,8/26/25,7,,,,,,,,
7,7,10052505,-91.571304,8/26/25,0.1,18.5,101.1,9.32,112.5,7.99,5.91,1615,1020
7,7,10052505,-91.571304,8/26/25,0.5,18.4,100.3,9.27,112.6,7.96,5.98,1586,429.2
7,7,10052505,-91.571304,8/26/25,1,18.4,100.4,9.28,112.9,7.97,6.33,1616,142.8
7,7,10052505,-91.571304,8/26/25,1.5,18.4,100.5,9.29,113,7.98,6.38,1598,53.24
7,7,10052505,-91.571304,8/26/25,2,,,,,,,,
7,7,10052505,-91.571304,8/26/25,2.5,,,,,,,,
7,7,10052505,-91.571304,8/26/25,3,,,,,,,,
7,7,10052505,-91.571304,8/26/25,3.5,,,,,,,,
7,7,10052505,-91.571304,8/26/25,4,,,,,,,,
7,7,10052505,-91.571304,8/26/25,4.5,,,,,,,,
7,7,10052505,-91.571304,8/26/25,5,,,,,,,,
7,7,10052505,-91.571304,8/26/25,6,,,,,,,,
7,7,10052505,-91.571304,8/26/25,7,,,,,,,,
7,8,10052587,-91.48382,8/26/25,0.1,19,100.3,9.15,108.2,7.87,1.98,1606,1026
7,8,10052587,-91.48382,8/26/25,0.5,18.9,100.1,9.14,108.2,7.87,2.03,1621,638
7,8,10052587,-91.48382,8/26/25,1,18.8,99.7,9.12,108.2,7.88,2.03,1589,375.3
7,8,10052587,-91.48382,8/26/25,1.5,18.8,99.6,9.12,108.2,7.88,2.1,1569,224.7
7,8,10052587,-91.48382,8/26/25,2,18.7,99.4,9.12,108.3,7.88,2.23,1541,162.3
7,8,10052587,-91.48382,8/26/25,2.5,18.6,99.3,9.12,108.6,7.88,2.47,1643,92.65
7,8,10052587,-91.48382,8/26/25,3,18.4,98.8,9.13,110.9,7.9,4.77,1564,53.56
7,8,10052587,-91.48382,8/26/25,3.5,18.1,98.4,9.15,117.4,7.92,7.94,1660,34.68
7,8,10052587,-91.48382,8/26/25,3.9,17.9,98.9,9.23,121.7,7.97,10.46,1549,15.26
7,8,10052587,-91.48382,8/26/25,4.5,,,,,,,,
7,8,10052587,-91.48382,8/26/25,5,,,,,,,,
7,8,10052587,-91.48382,8/26/25,6,,,,,,,,
7,8,10052587,-91.48382,8/26/25,7,,,,,,,,
7,9,10052510,-91.37061,8/26/25,0.1,18.5,101.3,9.33,106.2,7.91,1.23,1153,841
7,9,10052510,-91.37061,8/26/25,0.5,18.5,101.1,9.31,106.2,7.91,1.19,1233,720
7,9,10052510,-91.37061,8/26/25,1,18.5,100.8,9.29,106.1,7.92,1.21,1211,413.5
7,9,10052510,-91.37061,8/26/25,1.5,18.5,100.7,9.28,106.1,7.92,1.23,1189,256.5
7,9,10052510,-91.37061,8/26/25,2,18.5,100.5,9.27,106.1,7.91,1.17,1150,211.6
7,9,10052510,-91.37061,8/26/25,2.5,18.5,100.4,9.26,106.1,7.91,1.2,1254,141.8
7,9,10052510,-91.37061,8/26/25,3,18.4,100.3,9.26,106,7.91,1.17,1351,93
7,9,10052510,-91.37061,8/26/25,3.5,18.4,100.2,9.25,106,7.91,1.14,1203,62.06
7,9,10052510,-91.37061,8/26/25,4,18.4,100.1,9.25,106,7.91,1.11,1182,41.43
7,9,10052510,-91.37061,8/26/25,4.5,18.4,100,9.25,106,7.91,1.12,1212,31.62
7,9,10052510,-91.37061,8/26/25,5,18.3,99.9,9.25,106,7.9,1.14,1197,21.9
7,9,10052510,-91.37061,8/26/25,6,18.3,99.8,9.25,106.2,7.9,1.12,1281,16.7
7,9,10052510,-91.37061,8/26/25,6.5,18.2,99.5,9.23,106.3,7.91,1.9,1180,12.74
7,12,10038057,-91.22806,8/26/25,0.1,18,101.1,9.41,104,7.79,0.33,810.5,431.7
7,12,10038057,-91.22806,8/26/25,0.5,18.1,101.2,9.41,104,7.77,0.38,727.9,393.3
7,12,10038057,-91.22806,8/26/25,1,18.1,101.1,9.4,104,7.75,0.37,811,159.2
7,12,10038057,-91.22806,8/26/25,1.5,18.1,101.1,9.4,104.1,7.77,0.37,747.1,174.6
7,12,10038057,-91.22806,8/26/25,2,18,101.1,9.4,104,7.75,0.38,879.8,123.6
7,12,10038057,-91.22806,8/26/25,2.5,18,101,9.4,104,7.78,0.37,879.6,92.95
7,12,10038057,-91.22806,8/26/25,3,18,101,9.4,104.1,7.75,0.35,800.6,85.04
