Sampling Event,Site,Latitude,Longitude,Date,Depth (m),Temp (C),DO %,DO (mg/L),Specific Conductivity (μS/cm),pH (SU),Turbidity (NTU),PAR ,Time at Depth
7,12,10038057,-91.22806,8/26/25,3.5,18.1,101.1,9.4,104,7.74,0.38,730.5,68.18
7,12,10038057,-91.22806,8/26/25,4,18,101.1,9.4,104.1,7.77,0.72,633,53.44
7,12,10038057,-91.22806,8/26/25,4.5,,,,,,,,
7,12,10038057,-91.22806,8/26/25,5,,,,,,,,
7,12,10038057,-91.22806,8/26/25,6,,,,,,,,
7,12,10038057,-91.22806,8/26/25,7,,,,,,,,
8,1,46.68592,-91.929726,9/10/25,0.1,16.2,101.3,9.79,102.8,8.01,0.84,662.8,394.5
8,1,46.68592,-91.929726,9/10/25,0.5,16.2,101.2,9.78,102.8,8.01,0.86,663.3,316.7
8,1,46.68592,-91.929726,9/10/25,1,16.2,101.2,9.78,102.8,8.01,0.82,662.3,215.5
8,1,46.68592,-91.929726,9/10/25,1.5,16.2,101.2,9.79,102.8,8.01,0.86,661.7,149.8
8,1,46.68592,-91.929726,9/10/25,2,16.1,101,9.78,102.8,8.01,0.85,660.2,110.8
8,1,46.68592,-91.929726,9/10/25,2.5,16,100.9,9.8,102.9,8.01,0.65,659.4,95.48
8,1,46.68592,-91.929726,9/10/25,3,15.9,100.9,9.82,102.9,8,0.57,657.9,75.88
8,1,46.68592,-91.929726,9/10/25,3.5,15.8,100.9,9.83,103,8,0.58,656.5,64.5
8,1,46.68592,-91.929726,9/10/25,4,15.7,100.8,9.84,103,7.99,0.61,653.8,58.06
8,1,46.68592,-91.929726,9/10/25,4.5,15.3,100.1,9.87,103.6,7.98,0.51,652.5,59.32
8,1,46.68592,-91.929726,9/10/25,5,14.7,100.4,10.01,104.7,7.96,0.53,650.9,51.23
8,1,46.68592,-91.929726,9/10/25,6.7,,,,,,,644.1,32.02
8,1,46.68592,-91.929726,9/10/25,7,,,,,,,,
8,3,46.7,-91.78334,9/10/25,0.1,15.6,100.9,9.87,104,7.93,6.34,669.4,332.5
8,3,46.7,-91.78334,9/10/25,0.5,15.6,100.6,9.84,104,7.91,6.32,666.1,212.6
8,3,46.7,-91.78334,9/10/25,1,15.5,100.3,9.84,103.9,7.9,6.06,662.2,117.6
8,3,46.7,-91.78334,9/10/25,1.5,15.4,100.3,9.87,103.9,7.89,6.17,659.7,82.56
8,3,46.7,-91.78334,9/10/25,2,15.3,100.3,9.88,103.9,7.88,6.06,656.8,55.34
8,3,46.7,-91.78334,9/10/25,2.5,14.7,99.9,9.96,103.8,7.86,4.91,654.3,41.23
8,3,46.7,-91.78334,9/10/25,3,13.6,101.3,10.36,103.2,7.78,6.34,651.4,16.96
8,3,46.7,-91.78334,9/10/25,3.5,,,,,,,,
8,3,46.7,-91.78334,9/10/25,4,,,,,,,,
8,3,46.7,-91.78334,9/10/25,4.5,,,,,,,,
8,3,46.7,-91.78334,9/10/25,5,,,,,,,,
8,3,46.7,-91.78334,9/10/25,6,,,,,,,,
8,3,46.7,-91.78334,9/10/25,7,,,,,,,,
8,6,46.7486,-91.618065,9/10/25,0.1,15.5,,,103.7,8,2.53,996.6,436.2
8,6,46.7486,-91.618065,9/10/25,0.5,15.5,,,103.8,8,3.07,994.8,338.3
8,6,46.7486,-91.618065,9/10/25,1,15.4,,,103.8,7.99,2.95,998.3,258.6
8,6,46.7486,-91.618065,9/10/25,1.5,15.3,,,104.2,7.99,2.96,991.6,172.2
8,6,46.7486,-91.618065,9/10/25,2,15.1,,,106.8,7.97,3.46,980.8,131.3
8,6,46.7486,-91.618065,9/10/25,2.5,14.7,,,102.5,7.98,2.12,972.7,95.18
8,6,46.7486,-91.618065,9/10/25,3,14.4,,,101.8,7.99,1.57,966.3,72.86
8,6,46.7486,-91.618065,9/10/25,3.5,13.8,,,101.9,7.94,1,955,58.24
8,6,46.7486,-91.618065,9/10/25,4,13,,,105.8,7.86,2.69,946.2,53.24
8,6,46.7486,-91.618065,9/10/25,4.5,13.1,,,105.6,7.83,2.44,886.1,22.12
8,6,46.7486,-91.618065,9/10/25,5,12.8,,,106.3,7.82,2.56,882,18.77
8,6,46.7486,-91.618065,9/10/25,6,10.6,,,106.4,7.77,2.33,876.2,17.26
8,6,46.7486,-91.618065,9/10/25,7,,,,,,,,
8,7,10052505,-91.571304,9/10/25,0.1,14.3,,,101.2,8.06,1.97,652.2,434
8,7,10052505,-91.571304,9/10/25,0.5,14.3,,,101.2,8.06,1.74,631.1,334.7
8,7,10052505,-91.571304,9/10/25,1,14.3,,,101.2,8.05,1.75,645.2,265.2
8,7,10052505,-91.571304,9/10/25,1.5,14.3,,,101.2,8.06,1.81,597.4,204
8,7,10052505,-91.571304,9/10/25,2,14.3,,,101.2,8.07,1.77,596.9,161.7
8,7,10052505,-91.571304,9/10/25,2.5,,,,,,,634.8,112.5
8,7,10052505,-91.571304,9/10/25,3,,,,,,,,
8,7,10052505,-91.571304,9/10/25,3.5,,,,,,,,
8,7,10052505,-91.571304,9/10/25,4,,,,,,,,
8,7,10052505,-91.571304,9/10/25,4.5,,,,,,,,
8,7,10052505,-91.571304,9/10/25,5,,,,,,,,
8,7,10052505,-91.571304,9/10/25,6,,,,,,,,
8,7,10052505,-91.571304,9/10/25,7,,,,,,,,
8,8,10052587,-91.48382,9/10/25,0.1,14.7,,,101,7.87,0.38,651.8,194
8,8,10052587,-91.48382,9/10/25,0.5,14.6,102.6,10.27,102.6,7.91,0.44,653.3,154.1
8,8,10052587,-91.48382,9/10/25,1,14.6,101.3,10.14,101.3,7.91,0.5,655.4,156.7
8,8,10052587,-91.48382,9/10/25,1.5,14.6,101.5,10.16,101.5,7.91,0.52,658.9,140
8,8,10052587,-91.48382,9/10/25,2,14.6,101.2,10.12,101,7.92,0.56,656.6,136.1
8,8,10052587,-91.48382,9/10/25,2.5,14.6,101.3,10.14,101,7.92,0.53,657.7,113.9
8,8,10052587,-91.48382,9/10/25,3,14.6,101.3,10.14,101,7.92,0.49,657.9,101.5
8,8,10052587,-91.48382,9/10/25,3.5,14.6,101.7,10.18,101,7.92,0.53,657.7,92.92
8,8,10052587,-91.48382,9/10/25,4,14.6,101.6,10.18,101,7.93,0.7,661.1,80.01
8,8,10052587,-91.48382,9/10/25,4.5,,,,,,,664.4,58.09
8,8,10052587,-91.48382,9/10/25,5,,,,,,,,
8,8,10052587,-91.48382,9/10/25,6,,,,,,,,
8,8,10052587,-91.48382,9/10/25,7,,,,,,,,
8,9,10052510,-91.37061,9/10/25,0.1,15.5,99.6,9.79,101.6,7.88,0.11,397.7,220.2
8,9,10052510,-91.37061,9/10/25,0.5,15.4,99.9,9.81,101.6,7.9,0.04,408.1,211.4
8,9,10052510,-91.37061,9/10/25,1,15.4,99.9,9.82,101.6,7.92,0.14,405.4,202.3
8,9,10052510,-91.37061,9/10/25,1.5,15.4,100.1,9.85,101.6,7.91,0.11,406.3,149.4
8,9,10052510,-91.37061,9/10/25,2,15.4,100.1,9.85,101.6,7.92,0.12,402.7,118.7
8,9,10052510,-91.37061,9/10/25,2.5,15.4,100,9.85,101.6,7.92,0.14,401.1,101
8,9,10052510,-91.37061,9/10/25,3,15.4,99.9,9.83,101.6,7.92,0.13,397.8,87.69
8,9,10052510,-91.37061,9/10/25,3.5,15.2,99.5,9.82,101.7,7.91,0.09,397.4,76.76
8,9,10052510,-91.37061,9/10/25,4,15.1,99.6,9.85,101.8,7.9,0.15,364.6,74.55
8,9,10052510,-91.37061,9/10/25,4.5,15.1,100.5,9.95,101.9,7.91,0.16,394.4,66.95
8,9,10052510,-91.37061,9/10/25,5,15,99.5,9.87,101.9,7.9,0.18,391.3,54.37
8,9,10052510,-91.37061,9/10/25,6,14.3,100.6,10.12,101.5,7.89,2.37,386.6,50.46
8,9,10052510,-91.37061,9/10/25,6.4,14.3,101,10.17,101.5,7.9,5.22,392.5,43.34
8,12,10038057,-91.22806,9/10/25,0.1,15.4,99.8,9.81,101,7.96,-0.16,345.4,258.5
8,12,10038057,-91.22806,9/10/25,0.5,15.5,100.1,9.84,101,7.96,-0.07,321.4,294.8
8,12,10038057,-91.22806,9/10/25,1,15.4,100.4,9.87,101,7.94,-0.08,319.1,314.4
8,12,10038057,-91.22806,9/10/25,1.5,15.4,100.5,9.88,101,7.91,-0.09,325.1,259.5
8,12,10038057,-91.22806,9/10/25,2,15.3,100.5,9.89,101,7.9,-0.15,317.7,0.1064
8,12,10038057,-91.22806,9/10/25,2.5,15.3,100.6,9.91,100.9,7.89,-0.1,307,47
8,12,10038057,-91.22806,9/10/25,3,15.3,100.6,9.91,101,7.9,-0.07,310,90.11
8,12,10038057,-91.22806,9/10/25,3.5,15.2,100.3,9.91,101,7.9,-0.07,317.7,83.44
8,12,10038057,-91.22806,9/10/25,4,14.6,101,10.09,100.9,7.88,0.64,315,73.86
8,12,10038057,-91.22806,9/10/25,4.5,,,,,,,348.3,79.1
8,12,10038057,-91.22806,9/10/25,5,,,,,,,,
8,12,10038057,-91.22806,9/10/25,6,,,,,,,,
8,12,10038057,-91.22806,9/10/25,7,,,,,,,,
9,1,46.68592,-91.929726,9/16/25,0.1,,,,,,,1483,732.5
9,1,46.68592,-91.929726,9/16/25,0.5,,,,,,,1584,93.54
9,1,46.68592,-91.929726,9/16/25,1,,,,,,,1515,13.5
9,1,46.68592,-91.929726,9/16/25,1.5,,,,,,,1484,1.913
9,1,46.68592,-91.929726,9/16/25,2,,,,,,,1383,0.7455
9,1,46.68592,-91.929726,9/16/25,2.5,,,,,,,1525,0.5829
9,1,46.68592,-91.929726,9/16/25,3,,,,,,,1509,0.5289
9,1,46.68592,-91.929726,9/16/25,3.5,,,,,,,1463,0.4883
9,1,46.68592,-91.929726,9/16/25,4,,,,,,,1436,0.4985
9,1,46.68592,-91.929726,9/16/25,4.5,,,,,,,1539,0.4883
9,1,46.68592,-91.929726,9/16/25,5,,,,,,,1468,0.5069
9,1,46.68592,-91.929726,9/16/25,6,,,,,,,,
9,1,46.68592,-91.929726,9/16/25,7,,,,,,,,
9,3,46.7,-91.78334,9/16/25,0.1,,,,,,,1554,1169
9,3,46.7,-91.78334,9/16/25,0.5,,,,,,,1460,506.2
9,3,46.7,-91.78334,9/16/25,1,,,,,,,1510,160.7
9,3,46.7,-91.78334,9/16/25,1.5,,,,,,,1522,60.95
9,3,46.7,-91.78334,9/16/25,2,,,,,,,1518,27.67
9,3,46.7,-91.78334,9/16/25,2.5,,,,,,,1572,11.33
9,3,46.7,-91.78334,9/16/25,3,,,,,,,1616,5.52
9,3,46.7,-91.78334,9/16/25,3.5,,,,,,,1474,3.832
9,3,46.7,-91.78334,9/16/25,4,,,,,,,,
9,3,46.7,-91.78334,9/16/25,4.5,,,,,,,,
9,3,46.7,-91.78334,9/16/25,5,,,,,,,,
9,3,46.7,-91.78334,9/16/25,6,,,,,,,,
9,3,46.7,-91.78334,9/16/25,7,,,,,,,,
9,6,46.7486,-91.618065,9/16/25,0.1,,,,,,,1412,1103
9,6,46.7486,-91.618065,9/16/25,0.5,,,,,,,1390,696.1
9,6,46.7486,-91.618065,9/16/25,1,,,,,,,1377,484.1
9,6,46.7486,-91.618065,9/16/25,1.5,,,,,,,1359,528.2
9,6,46.7486,-91.618065,9/16/25,2,,,,,,,1379,495.4
9,6,46.7486,-91.618065,9/16/25,2.5,,,,,,,1410,244
9,6,46.7486,-91.618065,9/16/25,3,,,,,,,1338,195.1
9,6,46.7486,-91.618065,9/16/25,3.5,,,,,,,1347,149.3
9,6,46.7486,-91.618065,9/16/25,4,,,,,,,1381,113.9
9,6,46.7486,-91.618065,9/16/25,4.5,,,,,,,1381,81.7
9,6,46.7486,-91.618065,9/16/25,5,,,,,,,1353,34.66
9,6,46.7486,-91.618065,9/16/25,6,,,,,,,1369,23.83
9,6,46.7486,-91.618065,9/16/25,7,,,,,,,,
9,7,10052505,-91.571304,9/16/25,0.1,16,,,106.7,7.93,16.15,1300,778.6
9,7,10052505,-91.571304,9/16/25,0.5,15.7,,,106.7,7.95,18.1,1340,346.5
9,7,10052505,-91.571304,9/16/25,1,15.4,,,106.6,7.95,17.68,1423,120.8
9,7,10052505,-91.571304,9/16/25,1.5,15.2,,,106.5,7.95,17.69,1299,54.2
9,7,10052505,-91.571304,9/16/25,2,15.2,,,106.6,7.94,17.75,1370,18.7
9,7,10052505,-91.571304,9/16/25,2.5,,,,,,,,
9,7,10052505,-91.571304,9/16/25,3,,,,,,,,
9,7,10052505,-91.571304,9/16/25,3.5,,,,,,,,
9,7,10052505,-91.571304,9/16/25,4,,,,,,,,
9,7,10052505,-91.571304,9/16/25,4.5,,,,,,,,
9,7,10052505,-91.571304,9/16/25,5,,,,,,,,
9,7,10052505,-91.571304,9/16/25,6,,,,,,,,
9,7,10052505,-91.571304,9/16/25,7,,,,,,,,
9,8,10052587,-91.48382,9/16/25,0.1,15.6,102.6,10.02,117,7.99,2.72,1231,958.4
9,8,10052587,-91.48382,9/16/25,0.5,15.5,103,10.06,117.1,7.99,2.68,1214,974.4
9,8,10052587,-91.48382,9/16/25,1,15.5,109.6,10.72,116.6,7.98,2.88,1225,393.4
9,8,10052587,-91.48382,9/16/25,1.5,15.1,109.6,10.81,105,7.98,0.95,1199,292
9,8,10052587,-91.48382,9/16/25,2,15.1,105.8,10.44,104.1,7.98,0.72,1244,131.1
9,8,10052587,-91.48382,9/16/25,2.5,15,100.1,9.9,102.4,7.97,0.36,1217,10.5
9,8,10052587,-91.48382,9/16/25,3,14.9,99.3,9.84,103.1,7.98,0.91,1246,110.7
9,8,10052587,-91.48382,9/16/25,3.5,14.8,99.3,9.85,103.8,7.96,1.73,1214,86.98
9,8,10052587,-91.48382,9/16/25,4,14.8,99,9.83,104.1,7.96,2.2,1251,71.17
9,8,10052587,-91.48382,9/16/25,4.5,14.8,107.9,10.72,104.1,7.97,5.85,1194,53.41
9,8,10052587,-91.48382,9/16/25,5,,,,,,,,
9,8,10052587,-91.48382,9/16/25,6,,,,,,,,
9,8,10052587,-91.48382,9/16/25,7,,,,,,,,
9,9,10052510,-91.37061,9/16/25,0.1,14.9,110.3,10.93,101.8,7.94,-0.16,1032,806.5
9,9,10052510,-91.37061,9/16/25,0.5,14.8,110.8,11,101.8,7.96,-0.14,1001,672.5
9,9,10052510,-91.37061,9/16/25,1,14.8,110.7,10.98,101.9,7.97,-0.19,984.3,280.6
9,9,10052510,-91.37061,9/16/25,1.5,14.8,106.5,10.57,101.9,7.98,-0.1,1034,334.5
9,9,10052510,-91.37061,9/16/25,2,14.7,108.9,10.84,101.9,7.96,-0.09,1041,290.5
9,9,10052510,-91.37061,9/16/25,2.5,14.7,104.5,10.4,101.9,7.97,-0.07,1046,209
9,9,10052510,-91.37061,9/16/25,3,14.7,102.7,10.22,101.9,7.97,-0.07,1013,179
9,9,10052510,-91.37061,9/16/25,3.5,14.7,109.6,10.91,101.9,7.97,-0.05,1020,145.1
9,9,10052510,-91.37061,9/16/25,4,14.7,109.4,10.89,101.9,7.97,-0.05,1045,127
9,9,10052510,-91.37061,9/16/25,4.5,14.7,108.7,10.83,102,7.96,-0.09,1027,93.22
9,9,10052510,-91.37061,9/16/25,5,14.6,104.3,10.39,102,7.96,-0.06,1011,92.65
9,9,10052510,-91.37061,9/16/25,6,14.1,103,10.38,102.5,7.95,1.73,1022,76.83
9,9,10052510,-91.37061,9/16/25,7,,,,,,,,
9,12,10038057,-91.22806,9/16/25,0.1,13.4,103.2,10.57,102.7,7.71,0.13,919.3,842
9,12,10038057,-91.22806,9/16/25,0.5,13.4,109.6,11.23,102.7,7.72,0.21,810.7,419.2
9,12,10038057,-91.22806,9/16/25,1,13.4,109.5,11.23,102.7,7.72,0.24,844.1,287.7
9,12,10038057,-91.22806,9/16/25,1.5,13.4,110.3,11.31,102.7,7.72,0.17,748.5,221.2
9,12,10038057,-91.22806,9/16/25,2,13.4,109.4,11.21,102.7,7.68,0.25,804.5,195.4
9,12,10038057,-91.22806,9/16/25,2.5,13.4,106.1,10.87,102.7,7.63,0.21,790.2,200
9,12,10038057,-91.22806,9/16/25,3,13.4,110.6,11.34,102.7,7.61,0.2,779.4,127.5
9,12,10038057,-91.22806,9/16/25,3.5,13.4,110.5,11.33,102.8,7.61,0.31,803.9,121
9,12,10038057,-91.22806,9/16/25,4,,,,,,,815.7,101.9
9,12,10038057,-91.22806,9/16/25,4.5,,,,,,,,
9,12,10038057,-91.22806,9/16/25,5,,,,,,,,
9,12,10038057,-91.22806,9/16/25,6,,,,,,,,
9,12,10038057,-91.22806,9/16/25,7,,,,,,,,
10,1,46.68592,-91.929726,9/29/25,0.1,17.5,100.6,9.43,113.9,7.87,0.27,1919,951.3
10,1,46.68592,-91.929726,9/29/25,0.5,16.7,101.7,9.69,114.1,7.94,0.26,1929,829
10,1,46.68592,-91.929726,9/29/25,1,16.3,100.7,9.68,114.1,7.95,0.29,1922,687.7
10,1,46.68592,-91.929726,9/29/25,1.5,16.3,100.3,9.66,114,7.94,0.27,1925,626.6
10,1,46.68592,-91.929726,9/29/25,2,16.2,99.7,9.6,113.8,7.92,0.27,1928,147.6
10,1,46.68592,-91.929726,9/29/25,2.5,16.2,99.3,9.57,113.8,7.9,0.28,1924,93.22
10,1,46.68592,-91.929726,9/29/25,3,16.2,99,9.55,113.8,7.89,0.28,1912,80.63
10,1,46.68592,-91.929726,9/29/25,3.5,16.2,98.8,9.53,113.9,7.88,0.29,1936,32.21
10,1,46.68592,-91.929726,9/29/25,4,16.2,98.7,9.52,113.9,7.87,0.29,1897,23.11
10,1,46.68592,-91.929726,9/29/25,4.5,16.2,98.2,9.48,114.2,7.86,0.28,1911,17.16
10,1,46.68592,-91.929726,9/29/25,5,,,,,,,,
10,1,46.68592,-91.929726,9/29/25,6,,,,,,,,
10,1,46.68592,-91.929726,9/29/25,7,,,,,,,,
10,3,46.7,-91.78334,9/29/25,0.1,16.8,100.2,9.54,105.9,7.92,0.41,1396,949.9
10,3,46.7,-91.78334,9/29/25,0.5,16.5,99.8,9.56,106.4,7.91,0.46,1392,530.4
10,3,46.7,-91.78334,9/29/25,1,16.4,99.4,9.54,106.6,7.92,0.47,1397,279.5
10,3,46.7,-91.78334,9/29/25,1.5,16.3,99.3,9.55,106.5,7.9,0.47,1403,170.7
10,3,46.7,-91.78334,9/29/25,2,16.3,99.1,9.54,106.4,7.91,0.44,1409,91.48
10,3,46.7,-91.78334,9/29/25,2.5,16.2,99.1,9.55,106.2,7.9,0.42,1401,60.54
10,3,46.7,-91.78334,9/29/25,3,16.2,99.1,9.55,106.2,7.9,0.43,1410,42.92
10,3,46.7,-91.78334,9/29/25,3.5,,,,,,,,
10,3,46.7,-91.78334,9/29/25,4,,,,,,,,
10,3,46.7,-91.78334,9/29/25,4.5,,,,,,,,
10,3,46.7,-91.78334,9/29/25,5,,,,,,,,
10,3,46.7,-91.78334,9/29/25,6,,,,,,,,
10,3,46.7,-91.78334,9/29/25,7,,,,,,,,
10,6,46.7486,-91.618065,9/29/25,0.1,16,101,9.79,106.3,7.91,0.27,1233,568.7
10,6,46.7486,-91.618065,9/29/25,0.5,16.3,100.4,9.67,105.5,7.89,0.24,1230,338.6
10,6,46.7486,-91.618065,9/29/25,1,16.3,100.1,9.65,105.2,7.88,0.22,1241,412.6
10,6,46.7486,-91.618065,9/29/25,1.5,16.1,100.2,9.67,106.2,7.9,0.29,1251,210.3
10,6,46.7486,-91.618065,9/29/25,2,16,100,9.68,106.3,7.92,0.32,1243,151.4
10,6,46.7486,-91.618065,9/29/25,2.5,16,99.8,9.67,106.1,7.92,0.32,1205,104.1
10,6,46.7486,-91.618065,9/29/25,3,16,99.5,9.63,105.9,7.91,0.32,1220,65.37
10,6,46.7486,-91.618065,9/29/25,3.5,16,99.5,9.64,105.7,7.91,0.3,1212,45.99
10,6,46.7486,-91.618065,9/29/25,4,16,99.6,9.66,105.7,7.92,0.29,1199,29.84
10,6,46.7486,-91.618065,9/29/25,4.5,15.9,98.8,9.59,105.8,7.92,0.27,1206,20.85
10,6,46.7486,-91.618065,9/29/25,5,15.8,98.6,9.6,106.1,7.93,0.24,1207,14.63
10,6,46.7486,-91.618065,9/29/25,6,15.3,97.7,9.6,116.6,7.92,0.26,1207,7.739
10,6,46.7486,-91.618065,9/29/25,7,,,,,,,,
10,7,10052505,-91.571304,9/29/25,0.1,16,102,9.88,103.7,7.94,0.1,1264,741.8
10,7,10052505,-91.571304,9/29/25,0.5,16,102,9.89,103.7,7.95,0.1,1236,390.3
10,7,10052505,-91.571304,9/29/25,1,15.9,101.87,9.88,103.6,7.95,0.1,1197,278.8
10,7,10052505,-91.571304,9/29/25,1.5,15.8,101.5,9.87,103,7.94,0.1,1304,179.4
10,7,10052505,-91.571304,9/29/25,2,15.8,101.4,9.87,102.9,7.94,0.1,1353,155.9
10,7,10052505,-91.571304,9/29/25,2.5,15.8,101.5,9.88,102.9,7.93,0.1,1358,132.9
10,7,10052505,-91.571304,9/29/25,3,15.8,101.8,9.91,102.9,7.92,0.1,1234,119.5
10,7,10052505,-91.571304,9/29/25,3.5,,,,,,,,
10,7,10052505,-91.571304,9/29/25,4,,,,,,,,
10,7,10052505,-91.571304,9/29/25,4.5,,,,,,,,
10,7,10052505,-91.571304,9/29/25,5,,,,,,,,
10,7,10052505,-91.571304,9/29/25,6,,,,,,,,
10,7,10052505,-91.571304,9/29/25,7,,,,,,,,
10,8,10052587,-91.48382,9/29/25,0.1,15.3,101.1,9.95,0.8,7.95,0.34,1933,990.7
10,8,10052587,-91.48382,9/29/25,0.5,15.3,102.5,10.09,101.8,7.97,0.04,1950,949.9
10,8,10052587,-91.48382,9/29/25,1,15.2,102.4,10.09,101.5,7.96,0.03,1977,519.1
10,8,10052587,-91.48382,9/29/25,1.5,15,102.6,10.14,100.9,7.96,0.01,1959,511.5
10,8,10052587,-91.48382,9/29/25,2,15,102.7,10.16,100.8,7.96,0.01,1953,365.4
10,8,10052587,-91.48382,9/29/25,2.5,14.8,103.5,10.28,100.3,7.97,0,1959,227.1
10,8,10052587,-91.48382,9/29/25,3,14.9,104.2,10.35,100.5,7.99,0,1920,178.5
10,8,10052587,-91.48382,9/29/25,3.5,14.8,103.5,10.29,100.4,7.98,-0.01,1931,165
10,8,10052587,-91.48382,9/29/25,4,14.8,104,10.34,100.3,7.98,-0.01,1888,152.9
10,8,10052587,-91.48382,9/29/25,4.5,14.8,104.5,10.39,100.2,8.02,0.01,1875,140.9
10,8,10052587,-91.48382,9/29/25,5,,,,,,,,
10,8,10052587,-91.48382,9/29/25,6,,,,,,,,
10,8,10052587,-91.48382,9/29/25,7,,,,,,,,
10,9,10052510,-91.37061,9/29/25,0.1,15.5,100.2,9.81,101.5,7.98,0.2,1185,517
10,9,10052510,-91.37061,9/29/25,0.5,15.4,103.3,10.14,101.3,7.98,0.03,1131,372.6
10,9,10052510,-91.37061,9/29/25,1,15.4,103.4,10.15,101.2,7.97,0.03,1078,338.4
10,9,10052510,-91.37061,9/29/25,1.5,15.4,103.4,10.16,101.3,7.98,0.03,1044,221.7
10,9,10052510,-91.37061,9/29/25,2,15.4,103.6,10.18,101.3,7.99,0.03,1007,207.6
10,9,10052510,-91.37061,9/29/25,2.5,15.4,103.9,10.2,101.3,7.99,0.02,963.5,170.7
10,9,10052510,-91.37061,9/29/25,3,15.3,104,10.21,101.3,7.99,0.02,925.2,129.6
10,9,10052510,-91.37061,9/29/25,3.5,15.3,104,10.22,101.2,7.98,0.02,682,103.7
10,9,10052510,-91.37061,9/29/25,4,15.3,104.1,10.25,101.2,7.97,0.02,845,87.73
10,9,10052510,-91.37061,9/29/25,4.5,15.2,104.3,10.28,100.9,7.97,0.02,815.9,72.17
10,9,10052510,-91.37061,9/29/25,5,15.1,104.6,10.34,100.7,7.96,0.02,805.3,62.38
10,9,10052510,-91.37061,9/29/25,6,15,104.8,10.36,100.7,7.96,0.02,806.6,52.95
10,9,10052510,-91.37061,9/29/25,7,,,,,,,,
10,12,10038057,-91.22806,9/29/25,0.1,15.1,99.2,9.81,100.4,7.84,0.15,1704,333.9
10,12,10038057,-91.22806,9/29/25,0.5,14.9,102.6,10.17,100.5,7.84,0,1713,313.3
10,12,10038057,-91.22806,9/29/25,1,15,103.1,10.22,100.6,7.85,0,1718,465.8
10,12,10038057,-91.22806,9/29/25,1.5,14.9,103.2,10.23,100.6,7.86,0,1765,161.4
10,12,10038057,-91.22806,9/29/25,2,14.9,103.2,10.23,100.6,7.85,0,1624,162.6
10,12,10038057,-91.22806,9/29/25,2.5,14.9,103.4,10.26,100.6,7.84,0,1676,99.42
10,12,10038057,-91.22806,9/29/25,3,14.8,103.2,10.27,100.6,7.84,0,1615,90.41
10,12,10038057,-91.22806,9/29/25,3.5,14.7,103.3,10.28,100.5,7.84,0,1543,90.85
10,12,10038057,-91.22806,9/29/25,4,14.8,103.1,10.26,100.5,7.84,0,1599,83.37
10,12,10038057,-91.22806,9/29/25,4.5,,,,,,,,
10,12,10038057,-91.22806,9/29/25,5,,,,,,,,
10,12,10038057,-91.22806,9/29/25,6,,,,,,,,
10,12,10038057,-91.22806,9/29/25,7,,,,,,,,